GISJOIN,YEAR,FSTATUS,REGIONA,DIVISIONA,STATE,STATEA,SMSAA,COUNTY,COUNTYA,CTY_SUBA,PLACEA,TRACTA,BLCK_GRPA,BLOCKA,EDINDA,ENUMDISTA,SCSAA,URB_AREAA,CDA,AIANHHA,MCDSEQNO,SEA,UATYPE,PLACDESC,CBD,INDSUBR,LONGITUD,LATITUDE,LANDAREA,AREANAME,SUPFLG01,SUPFLG02,SUPFLG03,SUPFLG04,SUPFLG05,SUPFLG06,SUPFLG07,SUPFLG08,SUPFLG09,SUPFLG10,SUPFLG11,SUPFLG12,SUPFLG13,SUPFLG14,SUPFLG15,SUPFLG16,SUPFLG17,SUPFLG18,SUPFLG19,SUPFLG20,SUPFLG21,C9D001,C9D002,C9D003,C9D004,C9D005,C9D006,C9D007,C9D008,C9D009,C9D010,C9D011,C9D012,C9D013,C9D014,C9D015,C9F001,C9G001,C9G002,C9G003,C9G004
"G4000690","1980","A","3","7","Oklahoma","40",,"Johnston","069",,,,,,,,,,,,,"07",,,,,,,,"JOHNSTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",8837,280,1181,0,0,7,0,1,0,4,4,2,0,0,40,105,49,1,27,28
"G4000710","1980","A","3","7","Oklahoma","40",,"Kay","071",,,,,,,,,,,,,"02",,,,,,,,"KAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",45790,845,2662,4,0,25,36,25,28,41,15,5,1,1,374,738,365,2,58,313
"G4000730","1980","A","3","7","Oklahoma","40",,"Kingfisher","073",,,,,,,,,,,,,"02",,,,,,,,"KINGFISHER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13322,389,308,0,0,1,9,0,2,14,1,0,0,0,141,193,55,0,5,133
"G4000750","1980","A","3","7","Oklahoma","40",,"Kiowa","075",,,,,,,,,,,,,"04",,,,,,,,"KIOWA COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",11142,608,560,0,0,0,0,0,0,6,0,0,0,0,395,528,129,3,11,385
"G4000770","1980","A","3","7","Oklahoma","40",,"Latimer","077",,,,,,,,,,,,,"09",,,,,,,,"LATIMER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",8266,111,1385,0,0,2,5,4,0,8,3,2,0,0,54,73,34,1,14,24
"G4000790","1980","A","3","7","Oklahoma","40","2720","Le Flore","079",,,,,,,,,,,,,"09",,,,,,,,"LE FLORE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",36340,983,3057,1,0,16,1,12,11,18,14,5,0,0,240,321,170,1,43,107
"G4000810","1980","A","3","7","Oklahoma","40",,"Lincoln","081",,,,,,,,,,,,,"05",,,,,,,,"LINCOLN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",24756,800,906,1,0,9,0,4,4,4,1,3,0,0,113,251,145,9,19,78
"G4000830","1980","A","3","7","Oklahoma","40",,"Logan","083",,,,,,,,,,,,,"05",,,,,,,,"LOGAN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",22472,3754,332,0,1,8,1,4,10,21,11,2,3,5,257,377,155,32,11,179
"G4000850","1980","A","3","7","Oklahoma","40",,"Love","085",,,,,,,,,,,,,"07",,,,,,,,"LOVE COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",6750,288,362,0,0,1,3,3,2,1,2,0,0,0,57,90,32,0,4,54
"G4000870","1980","A","3","7","Oklahoma","40","5880","McClain","087",,,,,,,,,,,,,"05",,,,,,,,"MCCLAIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",19235,216,693,1,2,4,0,4,0,5,4,3,0,0,124,231,109,0,11,111
"G4000890","1980","A","3","7","Oklahoma","40",,"McCurtain","089",,,,,,,,,,,,,"09",,,,,,,,"MCCURTAIN COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",28402,3849,3637,1,0,9,4,8,3,13,20,3,2,0,200,424,177,21,50,176
"G4000910","1980","A","3","7","Oklahoma","40",,"McIntosh","091",,,,,,,,,,,,,"08",,,,,,,,"MCINTOSH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",12612,1016,1891,0,0,5,0,0,6,1,0,3,0,0,28,51,28,3,14,6
"G4000930","1980","A","3","7","Oklahoma","40",,"Major","093",,,,,,,,,,,,,"02",,,,,,,,"MAJOR COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",8609,2,116,0,0,1,0,1,2,6,12,0,0,0,23,75,48,0,5,22
"G4000950","1980","A","3","7","Oklahoma","40",,"Marshall","095",,,,,,,,,,,,,"07",,,,,,,,"MARSHALL COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",9582,181,745,0,0,3,0,0,6,3,0,1,0,0,29,73,38,1,13,21
"G4000970","1980","A","3","7","Oklahoma","40","8560","Mayes","097",,,,,,,,,,,,,"03",,,,,,,,"MAYES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",27673,74,4363,0,0,0,1,10,6,5,8,7,0,0,114,310,189,0,49,72
"G4000990","1980","A","3","7","Oklahoma","40",,"Murray","099",,,,,,,,,,,,,"07",,,,,,,,"MURRAY COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","0","1",11121,181,801,0,0,1,4,7,8,1,0,2,2,0,19,73,42,1,12,18
"G4001010","1980","A","3","7","Oklahoma","40",,"Muskogee","101",,,,,,,,,,,,,"08",,,,,,,,"MUSKOGEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",51461,9486,5549,1,6,22,25,5,9,33,38,8,8,1,287,662,340,106,51,165
"G4001030","1980","A","3","7","Oklahoma","40",,"Noble","103",,,,,,,,,,,,,"02",,,,,,,,"NOBLE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",10544,241,703,0,0,3,6,0,3,3,4,0,0,0,66,94,27,6,10,51
"G4001050","1980","A","3","7","Oklahoma","40",,"Nowata","105",,,,,,,,,,,,,"03",,,,,,,,"NOWATA COUNTY","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",9868,485,1106,0,0,4,1,2,0,0,0,0,0,0,20,50,28,1,6,15
"G4001070","1980","A","3","7","Oklahoma","40",,"Okfuskee","107",,,,,,,,,,,,,"06",,,,,,,,"OKFUSKEE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","0","0","0","0","1","1",8021,1387,1620,0,0,2,0,2,6,3,2,0,0,0,82,59,22,10,16,11
"G4001090","1980","A","3","7","Oklahoma","40","5880","Oklahoma","109",,,,,,,,,,,,,"B",,,,,,,,"OKLAHOMA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",469295,70274,14247,18,20,585,751,488,659,710,2260,126,42,10,9448,14008,6710,428,715,6155
"G4001110","1980","A","3","7","Oklahoma","40",,"Okmulgee","111",,,,,,,,,,,,,"08",,,,,,,,"OKMULGEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",30476,4911,3470,1,0,12,3,17,6,16,11,6,0,0,240,478,239,30,67,142
"G4001130","1980","A","3","7","Oklahoma","40","8560","Osage","113",,,,,,,,,,,,,"A",,,,,,,,"OSAGE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",31349,2927,4749,1,0,14,15,2,5,16,60,3,0,0,186,470,238,10,87,135
"G4001150","1980","A","3","7","Oklahoma","40",,"Ottawa","115",,,,,,,,,,,,,"03",,,,,,,,"OTTAWA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",28263,104,4192,6,0,10,8,12,12,12,13,5,2,0,231,262,117,1,43,101
"G4001170","1980","A","3","7","Oklahoma","40",,"Pawnee","117",,,,,,,,,,,,,"05",,,,,,,,"PAWNEE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",14094,155,996,2,0,5,4,9,5,2,1,1,0,0,36,90,65,0,5,20
"G4001190","1980","A","3","7","Oklahoma","40",,"Payne","119",,,,,,,,,,,,,"05",,,,,,,,"PAYNE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",57220,1867,1587,2,3,110,213,35,39,200,76,10,3,4,1066,1010,530,17,32,431
"G4001210","1980","A","3","7","Oklahoma","40",,"Pittsburg","121",,,,,,,,,,,,,"09",,,,,,,,"PITTSBURG COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",35320,1774,3120,1,0,15,8,23,7,13,16,2,0,1,224,419,211,15,66,127
"G4001230","1980","A","3","7","Oklahoma","40",,"Pontotoc","123",,,,,,,,,,,,,"06",,,,,,,,"PONTOTOC COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",29082,884,2442,6,0,10,11,8,5,17,22,0,0,1,110,246,142,2,30,72
"G4001250","1980","A","3","7","Oklahoma","40","5880","Pottawatomie","125",,,,,,,,,,,,,"05",,,,,,,,"POTTAWATOMIE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",49608,1097,4010,3,1,8,21,17,27,55,36,12,7,0,337,658,326,17,88,227
"G4001270","1980","A","3","7","Oklahoma","40",,"Pushmataha","127",,,,,,,,,,,,,"09",,,,,,,,"PUSHMATAHA COUNTY","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10400,101,1222,0,0,2,0,0,4,7,1,0,0,0,36,92,48,0,19,25
"G4001290","1980","A","3","7","Oklahoma","40",,"Roger Mills","129",,,,,,,,,,,,,"01",,,,,,,,"ROGER MILLS COUNTY","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",4451,1,319,0,0,0,0,3,0,1,2,0,0,0,22,77,49,0,8,20
"G4001310","1980","A","3","7","Oklahoma","40","8560","Rogers","131",,,,,,,,,,,,,"03",,,,,,,,"ROGERS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",41563,463,4082,1,0,10,1,19,17,21,12,5,4,0,238,457,300,5,35,117
"G4001330","1980","A","3","7","Oklahoma","40",,"Seminole","133",,,,,,,,,,,,,"06",,,,,,,,"SEMINOLE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",21453,2162,3718,0,1,7,1,10,0,12,6,3,0,0,100,227,107,26,48,46
"G4001350","1980","A","3","7","Oklahoma","40","2720","Sequoyah","135",,,,,,,,,,,,,"08",,,,,,,,"SEQUOYAH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",25407,771,4461,0,0,19,1,1,2,14,1,0,0,1,71,190,110,0,47,33
"G4001370","1980","A","3","7","Oklahoma","40",,"Stephens","137",,,,,,,,,,,,,"07",,,,,,,,"STEPHENS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",40893,1025,918,5,0,7,11,7,9,54,64,5,0,0,421,603,199,0,13,391
"G4001390","1980","A","3","7","Oklahoma","40",,"Texas","139",,,,,,,,,,,,,"01",,,,,,,,"TEXAS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",16828,52,129,0,0,1,1,5,0,37,2,1,0,0,671,1360,708,0,27,625
"G4001410","1980","A","3","7","Oklahoma","40",,"Tillman","141",,,,,,,,,,,,,"04",,,,,,,,"TILLMAN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",9669,1263,317,0,0,3,1,2,2,21,3,0,0,0,1117,1298,203,6,13,1076
"G4001430","1980","A","3","7","Oklahoma","40","8560","Tulsa","143",,,,,,,,,,,,,"A",,,,,,,,"TULSA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",400523,43647,19037,17,5,254,559,194,380,614,956,84,27,11,4285,7615,4211,335,467,2602
"G4001450","1980","A","3","7","Oklahoma","40","8560","Wagoner","145",,,,,,,,,,,,,"08",,,,,,,,"WAGONER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",36949,1858,2732,1,0,8,10,11,11,10,10,0,1,0,200,483,285,26,42,130
"G4001470","1980","A","3","7","Oklahoma","40",,"Washington","147",,,,,,,,,,,,,"03",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",43652,1220,2716,2,0,19,64,18,22,43,45,4,0,0,308,647,355,3,41,248
"G4001490","1980","A","3","7","Oklahoma","40",,"Washita","149",,,,,,,,,,,,,"04",,,,,,,,"WASHITA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",13377,65,158,2,0,0,4,2,1,4,12,0,0,0,173,348,184,0,8,156
"G4001510","1980","A","3","7","Oklahoma","40",,"Woods","151",,,,,,,,,,,,,"01",,,,,,,,"WOODS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",10615,54,61,1,0,4,18,0,2,9,0,4,0,0,155,187,83,0,8,96
"G4001530","1980","A","3","7","Oklahoma","40",,"Woodward","153",,,,,,,,,,,,,"01",,,,,,,,"WOODWARD COUNTY","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",20689,55,208,0,0,3,11,14,8,7,11,1,3,0,162,345,182,0,12,151
"G4100010","1980","A","4","9","Oregon","41",,"Baker","001",,,,,,,,,,,,,"04",,,,,,,,"BAKER COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",15904,11,84,0,4,9,3,4,9,3,1,2,1,2,97,206,152,0,4,50
"G4100030","1980","A","4","9","Oregon","41",,"Benton","003",,,,,,,,,,,,,"02",,,,,,,,"BENTON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",64738,441,363,3,14,497,594,113,184,140,109,47,9,12,947,1223,825,6,59,333
"G4100050","1980","A","4","9","Oregon","41","6440","Clackamas","005",,,,,,,,,,,,,"A",,,,,,,,"CLACKAMAS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",235687,768,1197,12,16,740,380,337,411,160,198,120,24,6,1863,3624,2466,11,193,954
"G4100070","1980","A","4","9","Oregon","41",,"Clatsop","007",,,,,,,,,,,,,"01",,,,,,,,"CLATSOP COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",31344,173,220,8,19,39,116,157,39,12,41,30,3,5,283,446,266,6,51,123
"G4100090","1980","A","4","9","Oregon","41",,"Columbia","009",,,,,,,,,,,,,"01",,,,,,,,"COLUMBIA COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",34943,35,276,4,1,25,37,18,27,6,12,11,0,0,251,528,382,0,14,132
"G4100110","1980","A","4","9","Oregon","41",,"Coos","011",,,,,,,,,,,,,"01",,,,,,,,"COOS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",61719,74,1273,12,23,82,46,84,85,64,41,44,5,4,491,1124,716,2,98,308
"G4100130","1980","A","4","9","Oregon","41",,"Crook","013",,,,,,,,,,,,,"04",,,,,,,,"CROOK COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","1",12831,3,119,0,0,1,2,11,12,3,6,0,0,0,103,181,90,1,8,82
"G4100150","1980","A","4","9","Oregon","41",,"Curry","015",,,,,,,,,,,,,"01",,,,,,,,"CURRY COUNTY","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",16499,13,328,2,2,11,7,6,9,5,3,4,6,0,97,225,139,1,15,70
"G4100170","1980","A","4","9","Oregon","41",,"Deschutes","017",,,,,,,,,,,,,"04",,,,,,,,"DESCHUTES COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",61005,38,481,8,4,60,56,31,47,8,17,28,5,5,349,1052,778,0,45,229
"G4100190","1980","A","4","9","Oregon","41",,"Douglas","019",,,,,,,,,,,,,"01",,,,,,,,"DOUGLAS COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",91408,130,1093,16,13,96,97,64,89,21,18,48,8,12,635,1747,1165,3,109,470
"G4100210","1980","A","4","9","Oregon","41",,"Gilliam","021",,,,,,,,,,,,,"03",,,,,,,,"GILLIAM COUNTY","0","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0",1978,0,9,0,0,0,0,0,3,0,0,0,0,0,67,53,17,0,0,36
"G4100230","1980","A","4","9","Oregon","41",,"Grant","023",,,,,,,,,,,,,"04",,,,,,,,"GRANT COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","1","0",8077,4,80,1,0,5,1,3,7,2,1,2,0,0,27,81,64,0,10,7
"G4100250","1980","A","4","9","Oregon","41",,"Harney","025",,,,,,,,,,,,,"04",,,,,,,,"HARNEY COUNTY","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",7958,4,217,1,2,12,15,3,1,5,3,0,1,0,92,256,191,0,5,60
"G4100270","1980","A","4","9","Oregon","41",,"Hood River","027",,,,,,,,,,,,,"02",,,,,,,,"HOOD RIVER COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",14485,39,158,0,0,230,18,1,8,18,2,20,0,0,856,1042,207,1,14,820
"G4100290","1980","A","4","9","Oregon","41","4890","Jackson","029",,,,,,,,,,,,,"01",,,,,,,,"JACKSON COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",128093,173,1152,16,21,186,164,123,97,54,73,72,22,7,2203,3954,2004,10,109,1831
"G4100310","1980","A","4","9","Oregon","41",,"Jefferson","031",,,,,,,,,,,,,"04",,,,,,,,"JEFFERSON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",8999,35,1987,0,3,3,3,4,8,4,15,5,0,4,529,735,155,0,75,505
"G4100330","1980","A","4","9","Oregon","41",,"Josephine","033",,,,,,,,,,,,,"01",,,,,,,,"JOSEPHINE COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",57642,48,580,12,5,62,40,21,28,18,16,29,2,2,350,1183,910,1,50,222
"G4100350","1980","A","4","9","Oregon","41",,"Klamath","035",,,,,,,,,,,,,"04",,,,,,,,"KLAMATH COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",55633,344,1905,13,6,80,83,61,22,23,71,18,8,5,845,1753,944,7,162,640
"G4100370","1980","A","4","9","Oregon","41",,"Lake","037",,,,,,,,,,,,,"04",,,,,,,,"LAKE COUNTY","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0",7325,3,80,2,1,4,1,12,6,0,25,0,6,0,67,152,83,0,16,53
"G4100390","1980","A","4","9","Oregon","41","2400","Lane","039",,,,,,,,,,,,,"B",,,,,,,,"LANE COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",264599,1618,2382,43,46,796,789,278,383,203,204,177,60,29,3619,5581,3094,52,287,2148
"G4100410","1980","A","4","9","Oregon","41",,"Lincoln","041",,,,,,,,,,,,,"01",,,,,,,,"LINCOLN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",34323,44,528,5,5,34,29,12,26,22,14,16,1,5,200,397,309,1,9,78
"G4100430","1980","A","4","9","Oregon","41",,"Linn","043",,,,,,,,,,,,,"02",,,,,,,,"LINN COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",87296,135,723,11,8,78,107,58,112,22,49,35,12,1,848,1625,1012,8,68,537
"G4100450","1980","A","4","9","Oregon","41",,"Malheur","045",,,,,,,,,,,,,"04",,,,,,,,"MALHEUR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",23133,77,134,0,0,726,33,10,27,10,12,6,0,0,2728,3801,1200,2,11,2588
"G4100470","1980","A","4","9","Oregon","41","7080","Marion","047",,,,,,,,,,,,,"02",,,,,,,,"MARION COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",193250,1258,1923,37,17,328,307,298,159,112,612,122,16,21,6232,9702,4375,25,230,5072
"G4100490","1980","A","4","9","Oregon","41",,"Morrow","049",,,,,,,,,,,,,"03",,,,,,,,"MORROW COUNTY","0","0","1","0","0","0","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0",7188,11,41,0,0,8,3,3,8,1,0,0,0,0,256,363,127,2,1,233
"G4100510","1980","A","4","9","Oregon","41","6440","Multnomah","051",,,,,,,,,,,,,"A",,,,,,,,"MULTNOMAH COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",504113,29844,4819,111,68,2921,4012,1682,1250,584,3122,363,134,95,9522,11239,6798,358,774,3309
"G4100530","1980","A","4","9","Oregon","41","7080","Polk","053",,,,,,,,,,,,,"02",,,,,,,,"POLK COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",43152,164,504,35,3,72,29,29,54,14,15,15,14,1,1102,1588,713,9,38,828
"G4100550","1980","A","4","9","Oregon","41",,"Sherman","055",,,,,,,,,,,,,"03",,,,,,,,"SHERMAN COUNTY","0","0","1","1","1","0","1","0","0","0","0","0","1","1","1","0","0","0","0","1","0",2143,3,5,0,0,5,3,3,0,0,0,0,0,0,10,31,25,0,0,6
"G4100570","1980","A","4","9","Oregon","41",,"Tillamook","057",,,,,,,,,,,,,"01",,,,,,,,"TILLAMOOK COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",20732,35,183,4,7,24,22,11,13,7,0,16,1,3,106,209,159,0,4,46
"G4100590","1980","A","4","9","Oregon","41",,"Umatilla","059",,,,,,,,,,,,,"03",,,,,,,,"UMATILLA COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",54955,134,1488,10,2,64,73,57,36,20,51,18,12,0,1941,2682,790,2,51,1839
"G4100610","1980","A","4","9","Oregon","41",,"Union","061",,,,,,,,,,,,,"04",,,,,,,,"UNION COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",23354,104,169,0,1,32,13,5,29,6,6,11,2,2,187,274,184,0,12,78
"G4100630","1980","A","4","9","Oregon","41",,"Wallowa","063",,,,,,,,,,,,,"04",,,,,,,,"WALLOWA COUNTY","0","0","1","0","1","0","0","0","0","0","0","1","1","1","0","0","0","0","0","1","0",7220,5,24,0,0,0,2,3,3,0,0,0,0,0,16,47,36,0,1,10
"G4100650","1980","A","4","9","Oregon","41",,"Wasco","065",,,,,,,,,,,,,"03",,,,,,,,"WASCO COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",20676,65,614,0,3,26,20,19,12,5,23,9,0,0,260,486,242,2,26,216
"G4100670","1980","A","4","9","Oregon","41","6440","Washington","067",,,,,,,,,,,,,"A",,,,,,,,"WASHINGTON COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",233622,1091,1035,31,21,1094,876,695,1165,364,709,183,34,18,4870,6419,3283,27,248,2861
"G4100690","1980","A","4","9","Oregon","41",,"Wheeler","069",,,,,,,,,,,,,"04",,,,,,,,"WHEELER COUNTY","0","0","0","1","1","1","1","0","0","0","0","0","1","1","0","0","0","0","1","1","0",1503,0,4,0,0,1,0,0,1,0,0,0,0,0,4,7,3,0,0,4
"G4100710","1980","A","4","9","Oregon","41",,"Yamhill","071",,,,,,,,,,,,,"02",,,,,,,,"YAMHILL COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",53083,136,413,10,1,82,55,41,58,22,95,37,1,5,1293,1831,694,1,67,1069
"G4200010","1980","A","1","2","Pennsylvania","42","9280","Adams","001",,,,,,,,,,,,,"07",,,,,,,,"ADAMS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",67077,705,45,2,0,22,25,45,39,12,44,3,2,0,271,613,394,30,12,177
"G4200030","1980","A","1","2","Pennsylvania","42","6280","Allegheny","003",,,,,,,,,,,,,"D",,,,,,,,"ALLEGHENY COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",1286603,150246,975,21,7,608,1996,715,981,2669,618,114,20,16,4496,8175,5931,974,193,1077
"G4200050","1980","A","1","2","Pennsylvania","42",,"Armstrong","005",,,,,,,,,,,,,"01",,,,,,,,"ARMSTRONG COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",76869,713,28,0,0,7,0,18,24,15,2,1,4,1,86,203,173,9,10,11
"G4200070","1980","A","1","2","Pennsylvania","42","6280","Beaver","007",,,,,,,,,,,,,"D",,,,,,,,"BEAVER COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",192145,11393,125,4,0,27,102,48,78,105,32,8,7,2,365,1096,882,92,6,116
"G4200090","1980","A","1","2","Pennsylvania","42",,"Bedford","009",,,,,,,,,,,,,"05",,,,,,,,"BEDFORD COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0",46523,154,24,0,0,14,4,22,8,5,0,0,0,0,30,150,141,0,1,8
"G4200110","1980","A","1","2","Pennsylvania","42","6680","Berks","011",,,,,,,,,,,,,"L",,,,,,,,"BERKS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",297637,7722,159,1,4,107,141,109,231,336,308,6,7,2,5739,9013,3588,214,35,5176
"G4200130","1980","A","1","2","Pennsylvania","42","0280","Blair","013",,,,,,,,,,,,,"F",,,,,,,,"BLAIR COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",135189,956,71,0,1,28,24,21,40,97,27,3,3,0,161,405,345,4,14,42
"G4200150","1980","A","1","2","Pennsylvania","42",,"Bradford","015",,,,,,,,,,,,,"02",,,,,,,,"BRADFORD COUNTY","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1",62590,83,63,1,0,10,11,17,20,52,6,1,0,2,63,223,192,4,1,26
"G4200170","1980","A","1","2","Pennsylvania","42","6160","Bucks","017",,,,,,,,"77",,,,,"B",,,,,,,,"BUCKS COUNTY","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",460493,11950,479,15,5,269,537,603,907,864,342,35,11,4,2697,5684,3547,118,162,1857
